ID,Date,Pointage,Dépointage,POINTEUSE
22,31/10/2019,07:20:00,17:15:00,SIEGE SS1 A-1
23,01/10/2019,06:18:00,16:57:00,MEDINA - 1-1
23,02/10/2019,06:30:00,17:17:00,MEDINA - 1-1
23,03/10/2019,05:31:00,18:37:00,MEDINA - 1-1
23,04/10/2019,05:29:00,13:54:00,MEDINA - 1-1
23,07/10/2019,05:47:00,17:12:00,MEDINA - 1-1
23,08/10/2019,06:16:00,16:57:00,MEDINA - 1-1
23,09/10/2019,06:08:00,16:42:00,MEDINA - 1-1
23,10/10/2019,05:34:00,16:45:00,MEDINA - 1-1
23,11/10/2019,05:36:00,13:53:00,MEDINA - 1-1
23,14/10/2019,06:11:00,17:03:00,MEDINA - 1-1
23,15/10/2019,05:53:00,16:46:00,MEDINA - 1-1
23,16/10/2019,05:29:00,17:02:00,MEDINA - 1-1
23,18/10/2019,05:33:00,13:34:00,MEDINA - 1-1
23,21/10/2019,05:34:00,16:56:00,MEDINA - 1-1
23,22/10/2019,05:31:00,16:52:00,MEDINA - 1-1
